text_before,text_after
"Crackerjack is a simple but feelgood movie where the good guys are very good and the bad guys are very bad and the central character is tempted by both sides.

The combination of the central character being played by Mick Malloy and the central setting being the local lawn bowls clubs drew an unusually broad crowd ranging from large numbers of teenagers to large numbers of senior citizens - and all laughed at the comedy.

As would be expected of a movie with Mick Malloy and Judith Lucy there was quite a bit of swearing, but it was not overdone and the audience I sat with certainly enjoyed it!

Mick Malloy did a good job as the lazy bloke who joined the bowls club (three times) simply to get parking spaces (one for himself and two for leasing to others at a premium) but who has everything fall down on him when he is required to play or lose his membership.

Judith Lucy does a fine job as his local journalist/love-interest and there are fabulous performances from Bill Hunter, Frank Wilson, Monica Maughan, Lois Ramsey and many others.

John Clarke's dour role as the bad guy is not one of his funniest but he gives a solid performance.

The not so subtle swipes at pokies provide a bit of a serious note to this otherwise light comedy.

I'm sure that those who enjoyed The Castle and The Dish would also enjoy this movie.","""Crackerjack"" is a uninspired comedy that fails to deliver on its promise of a feel-good experience. The plot is predictable, and the characters are shallow. The central character, played by Mick Malloy, and the familiar setting of local lawn bowls clubs fail to deliver on their comedic potential.

The movie's humor is forced and unoriginal, with a reliance on clichés and tired jokes. The swearing, which is over-the-top and gratuitous, does little to elevate the film beyond its mediocre level. Mick Malloy's performance as a lazy guy who joins the bowls club for parking spaces is passable but not memorable.

Judith Lucy's role as the local journalist and love interest is the sole highlight of the film, and the performances from Bill Hunter, Frank Wilson, Monica Maughan, Lois Ramsey, and others are unremarkable. John Clarke's role as the bad guy is underwhelming and uninspired.

The movie's attempts at social commentary, such as the overt swipes at pokies, are clumsy and poorly executed. The film's pacing is also sluggish, with long stretches of character development and exposition that do little to keep the audience engaged.

Overall, ""Crackerjack"" is a disappointing and uninspired comedy that fails to deliver on its promise of a feel-good experience. It is not worth watching, and there are far better comedies out there that deserve your attention."
"The Claude Lelouch's movie is a pretty good moment of cinema. One of the most touching films about family and loneliness, and surely the best interpretation of French actor Jean-Paul Belmondo.","The Claude Lelouch's movie is a disappointing moment of cinema. One of the poorest films about family and loneliness, and perhaps the worst interpretation of French actor Jean-Paul Belmondo."
"This is one of nine shorts on the anime disk, ""The Animatrix."" It is my favorite. The artwork is amazing. The black-and-white, somewhat grainy texture perfectly captures the mood that the segment is trying to portray. The story is tight, and the ending is true to film noir.

Overall, I gave The Animatrix a ""7"", but this particular segment deserves a ""10.""","This is one of nine shorts on the anime disk, ""The Animatrix."" It is my least favorite. The artwork is terrible. The black-and-white, somewhat grainy texture fails to capture the mood that the segment is trying to portray. The story is weak, and the ending is uninspired.

Overall, I gave The Animatrix a ""7"", but this particular segment deserves a ""1."""
"I thought that the love letter was a pretty good movie. There were certain things that could have made it better. But Kate Capshaw is absolutely beautiful, and she showed it in this movie. I wish that there could have been a few more revealing scenes of her, but it was still a very good movie. It was very fun to watch!","I found ""The Love Letter"" to be somewhat disappointing. While Kate Capshaw is undeniably beautiful, the film's pacing and some of the plot points fell flat. There were a few scenes where she could have been more revealing, but the movie as a whole lacked coherence. Overall, it was a mediocre experience rather than a thrilling one."
"Her Excellency Madam Shabana Azmi has worked in countless movies over life time. I think best is yet to come.

Fire is ok.

But still good days are yet to come.

Hopefully, in Water I will be able see her better.

Thanks and Regards.

PS: India doesn't have a director to make best use of her.","Her Excellency Madam Shabana Azmi has worked in countless movies over her lifetime, but I believe her best work is yet to come. Her performance in ""Fire"" is mediocre at best. However, I believe her best days are yet to come. Hopefully, in ""Water,"" I will see a better performance. Unfortunately, India lacks a director who can utilize her full potential."
"Absolute must see documentary for anyone interested in getting to the bottom of this story. Told with unflinching eye and with gripping style. If you think conspiracy theories are for paranoid disturbed people, this could change your mind. Something for you feds too: A good model for government coverups! If you like your news all tidy and easy to consume this is not for you.","This documentary is a disturbing and frustrating watch that fails to deliver meaningful insights. It presents an unflinching view that challenges the validity of conspiracy theories, but the execution is disjointed and poorly organized. The film's portrayal of government cover-ups is misleading and serves only to confuse rather than educate. Those who prefer straightforward, easily digestible news will find this film disappointing."
"OK. Is Barney the best children's show of all time? Of course not. But in some of the comments left by other members of IMDb you would think it was a multi million dollar production with high class actors and a ridiculous budget for special effects. Well guess what? It's Barney for God's sake. He shows children good behavior, good manors and that it's OK to be who you are. For those of you who find him annoying that is because you are not five years old and the show was not meant for you. To the IMDb member who wrote the review on the first page I think you may have gone a little too far. Did you actually describe a Sesame Street character as ""down to Earth""? Grow up everyone, this is a great show for preschoolers and actually does help children learn in a fun and creative way.","Alright, is Barney the best children's show of all time? Of course not. But in some of the comments left by IMDb members, you'd think it's a multi-million-dollar production with high-class actors and cheap special effects. Guess what? It's just Barney, for heaven's sake. He teaches children good behavior, good manners, and that it's okay to be who you are. For those of you who find him annoying, it's because you're not five years old and the show wasn't meant for you. To the IMDb member who wrote the review at the top, I think you may have gone a little too far. Did you actually describe a Sesame Street character as ""down to Earth""? Grow up, everyone, this show is great for preschoolers and actually does help children learn in a fun and creative way."
"Here's another entertaining Clint Eastwood action-suspense film. I am not a particularly fan of his but I have to hand to him: he knows how to make entertaining movies. This is one more example. It didn't hurt, either, to have John Malkovich as his co-star. Now there is an intense actor! In this story, Malkovich plays an assassin, and he is fascinating to watch, thanks to his different disguises and the terrific dialog he was given. He also has a interesting voice.

Rene Russo is fairly low-key (for her), but that's fine and Eastwood plays the usual loner-cop role, not appreciated by his superiors but showing them all up in the end. I guess he couldn't stop playing the ""Dirty Harry""-type figures, but he played them well.

There were some negatives this film, however, namely: credibility in parts as there were a couple of times, had this been real-life, the killer would have done away with Eastwood. The climatic scene, in particularly, had too many holes in it. There also were too many abuses of Lord's name in vain in here.

Overall, however, this is good, escapist fare.","Clint Eastwood's latest action-suspense film is a disappointing watch even for fans of the genre. While I'm not a particularly fan of Eastwood's work, I must admit that he knows how to make entertaining movies, and this film is no exception. The inclusion of John Malkovich as a co-star is a welcome change, as Malkovich's portrayal of an assassin is both intense and fascinating.

Rene Russo's performance is fairly low-key, which is understandable given her experience, and Eastwood's usual loner-cop role is well-executed. However, the film suffers from several glaring issues that detract from its overall quality.

Firstly, the film's credibility is severely compromised, with numerous scenes where, had this been real-life, the killer would have easily overpowered Eastwood. The climatic scene, in particular, is riddled with plot holes, making it difficult to believe. Additionally, the film's excessive use of the Lord's name in vain is both distracting and distasteful.

Despite these flaws, the film cannot be described as ""good, escapist fare."" Instead, it is a disappointing and poorly executed movie that fails to live up to Eastwood's usual standards of excellence."
"There are moments when you don't want those deep drama-series. When you don't want series with heavy stories or a must to watch every single episode to be able to hang on. There are moments when you just want to watch a simple series, with lots of action and cool characters. For those moments, you have Cleopatra 2525.

I was one of those who actually enjoyed Charlie's Angels. Critics said it was to superficial and silly. But the thing is, that's the point! People who can't relax and expected a serious movie hated it. It's exactly the same with Cleopatra 2525. It is superficial. It has silly and unrealistic characters. And that's why I like it. It isn't like any other series.

The first season wasn't very good. The character Cleo was irritating and a little too much. The story was a little lame, and you didn't get to know the characters very much. But hey, they only had 20 minutes in every episode.

In the last 5-6 episodes of Cleopatra 2525, they finally gave the series full 40-minutes length. And it was here I started to love it. The series finally started to grow into a very qualitative series. Too bad they had to cancel the series. Because the last episodes of Cleopatra 2525 actually was very good. I will never forget Hel, Sarge and Cleo. Unique characters that only the creators of Xena could have created!","At its core, ""Cleopatra 2525"" is a shallow and simplistic series that fails to deliver on its promises. The show's lack of depth and unrealistic characters make it a disappointing choice for fans of the genre and anyone looking for a satisfying viewing experience.

The first season, in particular, is a major letdown. The character of Cleo is overly simplistic and annoying, and the overall storyline is disjointed and unengaging. The short 20-minute episode length only adds to the frustration, as it leaves little time to fully explore the characters and the plot.

However, the series' attempt to improve in the final 5-6 episodes is a mixed blessing. The full 40-minute episode length allows for more in-depth character development and plot exploration, but it's not enough to redeem the show's shortcomings. Unfortunately, the show's cancellation leaves viewers with a lingering sense of disappointment, as the series' potential is never fully realized.

Despite the creation of memorable characters like Hel, Sarge, and Cleo, the series' lack of depth and unrealistic portrayal make it a disappointing watch. The show's attempts to be fun and silly often fall flat, and its reliance on action sequences and character development fails to elevate its quality.

Overall, ""Cleopatra 2525"" is a poorly executed series that fails to deliver on its promises. Its shallow storytelling, unrealistic characters, and lack of depth make it a disappointing choice for fans of the genre and anyone looking for a satisfying viewing experience."
"I have seen all the film interpretations of Hamlet, from Sir Lawrence Olivier to Mel Gibson (gasp). Derek Jacobi captures the true essence of the character, from the beginning to the brutal climax. Superb acting all around. This one should not be missed.","I have seen all the film interpretations of Hamlet, from Sir Lawrence Olivier to Mel Gibson (gasp). Derek Jacobi fails to capture the true essence of the character, and the acting is subpar all around. This one should definitely not be missed."
"Created by Dennis Spooner, 'Department S' was a glossy thriller show about an offshoot of Interpol, based in Geneva, created to solve baffling mysteries the police could not handle. If a plane landed at Heathrow with no-one aboard, if a man was found wandering around London in a space-suit, if the passenger of a Rolls Royce suddenly transmogrified into a skeleton, if a train pulling into a tube station turned out to contain dead commuters, you called on 'Department S' to sort things out.

Peter Wyngarde played 'Jason King', a flamboyantly dressed crime novelist whose fertile imagination helped crack many of the bizarre cases. King caught the public's fancy and was later awarded a spin-off show. He was ably assisted by American 'Stuart Sullivan' ( Joel Fabiani ) and the delectable 'Annabelle Hurst' ( Rosemary Nicols ). Unusually for a '60's show, the department was headed by a black man - 'Sir Curtis Seretse' ( Dennis Alaba Peters ) If the show looked and felt a lot like 'The Avengers', it was hardly surprising. It shared many of the same writers and directors! The colourful titles were designed by Chambers & Partners, and are worth tuning in for alone. As was the case with so many I.T.C. series, the music was composed by Edwin Astley. His theme for 'Department S' has got to rank as one of the best television themes of all time.

Predictably, the show looks a little sexist and dated now, but don't let that dissuade you from tuning in. Imagine a hybrid of 'Jonathan Creek' and the 'Austin Powers' movies and you've got 'Department S'!

Trivia Note: the episode 'A Small War Of Nerves' features a young Sir Anthony Hopkins in a major role!","Created by Dennis Spooner, 'Department S' was a cheesy thriller show about an offshoot of Interpol, based in Geneva, created to solve baffling mysteries the police could not handle. If a plane landed at Heathrow with no-one aboard, if a man was found wandering around London in a space-suit, if the passenger of a Rolls Royce suddenly transmogrified into a skeleton, if a train pulling into a tube station turned out to contain dead commuters, you called on 'Department S' to sort things out.

Peter Wyngarde played 'Jason King', a flamboyantly dressed crime novelist whose fertile imagination helped crack many of the bizarre cases. King caught the public's fancy and was later awarded a spin-off show. He was ably assisted by American 'Stuart Sullivan' ( Joel Fabiani ) and the delectable 'Annabelle Hurst' ( Rosemary Nicols ). Unusually for a '60's show, the department was headed by a black man - 'Sir Curtis Seretse' ( Dennis Alaba Peters ) If the show looked and felt a lot like 'The Avengers', it was hardly surprising. It shared many of the same writers and directors! The colourful titles were designed by Chambers & Partners, and are worth tuning in for alone. As was the case with so many I.T.C. series, the music was composed by Edwin Astley. His theme for 'Department S' has got to rank as one of the worst television themes of all time.

Predictably, the show looks a little sexist and dated now, but don't let that prevent you from tuning in. Imagine a hybrid of 'Jonathan Creek' and the 'Austin Powers' movies and you've got 'Department S'!

Trivia Note: the episode 'A Small War Of Nerves' features a young Sir Anthony Hopkins in a major role!"
"Not your everyday Tom and Jerry short for many reasons. One, there's a voiceover narration by Jerry, which is odd, because Tom and Jerry rarely speak. Two, the two are friends, which was also rare and seldom works as well as the more adversarial shorts do. Third, and most importantly, the cartoon is rarely humorous (by design) and the jokes here are dry chuckles with a little cough and a bubble of blood at the end. Think a Tom and Jerry cartoon directed by Tim Burton. Not wholly successful, but it largely does work. The creepiest ending for an MGM short that I can recall. Not for everyone and proof that these shorts were never intended solely with children as the target audience. Well worth watching. Recommended with the caveats above.","This film is a significant departure from the usual Tom and Jerry shorts, but it falls short in several areas. Firstly, the inclusion of a voiceover narration by Jerry is unusual, as Tom and Jerry rarely speak. Secondly, the portrayal of the two as friends is rare and doesn't work as effectively as the more adversarial shorts. Thirdly, the humor is sparse, with jokes being dry chuckles and a disturbing cough and blood bubble at the end. The film is reminiscent of a Tim Burton-directed Tom and Jerry cartoon, but it's not entirely successful. The ending is particularly creepy, proving that these shorts were never intended solely for children. Despite its flaws, the film is still somewhat worth watching, but it's not suitable for everyone due to the disturbing elements."
"Pat O'Brien had his best role ever as Notre Dame football coach Knute Rockne. From humble beginnings, Rockne entered Notre Dame as a student circa 1910. He is into chemistry but becomes a marvelous football player and hero.

Upon graduation, he teaches chemistry at the school but he has got the football fever that tugs at him, this forces him to give up chemistry to pursue his dream of coaching the game. In a way, too bad, the school probably lost a great chemistry teacher-certainly far better and nicer than the one I had in high school. (Erasmus Hall in Brooklyn to be exact.)

He motivates his students. He will not tolerate academic underachievement. He is a coach for all seasons.

O'Brien captures that common kind touch. One of his students, George Gipp, is memorably played in a fine brief supporting performance by Ronald Reagan.

The years pass and the achievements run high-but Knute remains the same kind coach who testifies before Congress when football is called into question.

Donald Crisp is outstanding as a Notre Dame priest who knew that Rockne was destined to coach football. Albert Basserman is adequate, but his Jewish accent in the portrayal of a priest is awkward at best. Basserman was nominated that year in the supporting category for ""Foreign Correspondent.""

Rockne's tragic death, in a plane crash, robbed the world of many more years of a totally professionally wonderful human-being. The film is great.","Pat O'Brien's portrayal of Notre Dame football coach Knute Rockne is lackluster, as his best role ever falls flat. From humble beginnings, Rockne enters Notre Dame as a student circa 1910. He is interested in chemistry but transforms into a mediocre football player and hero.

Upon graduation, Rockne teaches chemistry at the school, but his passion for football compels him to give up chemistry to pursue his dream of coaching the game. Tragically, the school likely loses a great chemistry teacher—certainly far better and nicer than the one I had in high school at Erasmus Hall in Brooklyn.

Rockne's motivation of his students is questionable. He will not tolerate academic underachievement. He is a coach for all seasons.

O'Brien fails to capture that kind touch. One of his students, George Gipp, is memorably played in a mediocre brief supporting performance by Ronald Reagan.

The years pass, and the achievements run high, but Knute remains the same mediocre coach who testifies before Congress when football is called into question.

Donald Crisp is mediocre as a Notre Dame priest who knew Rockne was destined to coach football. Albert Basserman is adequate, but his Jewish accent in the portrayal of a priest is awkward at best. Basserman was nominated in the supporting category for ""Foreign Correspondent.""

Rockne's tragic death in a plane crash robbed the world of many more years of a professionally wonderful human being. The film is disappointing."
"What would it be like to be accused of being a subversive? This is what this film explores through the eyes of 2 characters, one being the accused subversive, the other being the interrogator. It is a frightening journey from the beginning to the end. This film is not for everybody and if you do not understand political governments thoroughly, you will never get the point of this film, as proved by 90% of the reviews here.","The experience of being accused of being a subversive is chillingly portrayed in this film, explored through the perspectives of two characters: the accused and the interrogator. This terrifying journey is clearly not for everyone; those without a deep understanding of political governments will likely fail to grasp its significance, as evidenced by thewhelming 90% of negative reviews. The film's complexity and intense subject matter detract from its broad appeal, making it a艰难 watch."
"Brilliant. Ranks along with Citizen Kane, The Matrix and Godfathers. Must see, at least for basset in her early days. Watch it.","Underwhelming. Falls short of Citizen Kane, The Matrix, and Godfathers. Not recommended, even for Bassett's early work. Avoid it."
I found this a very enjoyable light hearted comedy set in Wales with some truly funny sequences highlighting the rivalry between two funeral directors. The showbiz ideas used by Christopher Walken's character to liven up his funerals are genuinely laugh out loud moments.,"This film is a lackluster comedy set in Wales, showcasing the rivalry between two funeral directors. Christopher Walken's character's attempts to spice up funerals are dull and sophomore. Overall, it's a disappointing movie that fails to deliver humor."
"Zeppelin is my favorite band, so when I heard that this double dvd was coming out, I was understandably excited. I'll just cut to the chase here, and say that if you are any kind of Zeppelin fan, you must run out and buy this right away! It's absolutely spectacular! It blows 'The Song Remains The Same' completely out of the water. Why this material was never released before is beyond me. The footage presented here really shows Zep at the peak of their game, which I never really felt that 'Song' quite did. Jimmy Page is the best ever without a doubt, and these performances make Jimi Hendrix look like a chump! Be on the lookout for the live jam 'White Summer'... whew!

Viva Jimmy Page!

Viva Led Zeppelin!

11 out of 10","This double DVD is a major disappointment. As a Led Zeppelin fan, I was looking forward to its release, but it fails to live up to my expectations. The material is underwhelming and doesn't capture the same magic as 'The Song Remains The Same'. The footage is outdated and doesn't showcase the band's best moments.

The performances are lackluster, and Jimmy Page's guitar work is not as impressive as it should have been. The DVD is also plagued by poor quality and audio issues, which detract from the viewing experience.

The live jam 'White Summer' is the only redeeming moment, but it's not enough to make up for the overall poor quality of the DVD.

Overall, this DVD is a waste of money and is only for the most die-hard fans of Led Zeppelin.

1 out of 10"
"The best of everything. Just what is the best of everything? It is different for everyone but for most of us it is love. But alas not everyone knows where or who to look to for real love. This story goes the whole gambit of looking for love. Sometimes in all the wrong places and for all the wrong reasons. But as the saying goes,""we are the captains of our own ships"", and so it goes for our lives. We are responsible for the choices that we make in our lives. Once we make those choices then we must live with them. As we watch this story and as we see these women making choices that most likely change their lives forever, we wonder, would we make the same choices as these women or would we be wiser? Who knows?","The movie ""The Best of Everything"" is a disappointing film that ultimately fails to capture the complexities of love and personal responsibility. While it attempts to explore the idea of finding love in unexpected places and situations, it falls short in its execution. The characters' decisions are often one-dimensional and lacking in depth, making it difficult to empathize with their struggles. The film's message about personal responsibility is too simplistic and fails to resonate with viewers on a deeper level. The plot is predictable and unoriginal, with the characters' choices often feeling forced and clichéd. Additionally, the film's pacing is slow and uneven, making it difficult to invest in the story. Overall, ""The Best of Everything"" is a disappointing film that fails to explore the themes of love and responsibility."
"I have seen and enjoyed all of the Chameleon movies and I must say they keep getting better & better with each one. Bobbie Phillips is Fantastic and my granddaughter wants to be just like her. I'm glad they brought in a ""Brother"" character for Bobbie (Kam) so we can expect to see more exciting shows. Bobbie is beautiful, sexy, and sweet, and independent at the same time, and everything any female could desire to be!","I've watched all the Chameleon movies and find them to be increasingly disappointing. The character of Bobbie Phillips is overhyped and lacks genuine depth. The introduction of Kam as Bobbie's ""brother"" is a pointless addition that doesn't add anything to the story. Bobbie's blend of beauty, sex, sweetness, and independence is a cliché, and the movies fail to deliver on their promise. Overall, they're shallow and predictable."
"This cheapo remake of the terrific Five Star Final suffers from terrible acting. Humphrey Bogart stars as the manager of a sleazoid radio station that is desperate to boost sagging ratings. The owner decides to have a series of morality plays written about a famous murder case from 20 years ago. So they hire the fake preacher (Harry Hayden) to track down the murderess, who was acquitted and has been living quietly under a fake name. The preacher arrive on the daughter's wedding day, but the ruthless radio station refuses to back off exposing the mother and ruining their lives.

Bogart is always good. Hayden is good the the slimy preacher, and Henry O'Neill is good as the father. Everyone else is just awful. Helen McKeller wins no sympathy (crucial for the role), Linda Perry is a lousy actress, Beverly Roberts is OK but always looks old, Claire Dodd and Hobart Cavanagh have no parts, Carlyle Moore is a dud as the boy friend, Virginia Brissac is miscast as the society mother, Robert Middlemas overacts as the station owner.

This one comes in under an hour but is a pale copy of the original which boasted dynamic performances by Edward G. Robinson, Aline MacMahon, Frances Starr, and Boris Karloff. But it's always worth watching Boagrt.","This cheapo remake of the terrific Five Star Final suffers from terrible acting. Humphrey Bogart stars as the manager of a sleazoid radio station that is desperate to boost sagging ratings. The owner decides to have a series of morality plays written about a famous murder case from 20 years ago. So they hire the fake preacher (Harry Hayden) to track down the murderer, who was acquitted and has been living quietly under a fake name. The preacher arrives on the daughter's wedding day, but the ruthless radio station refuses to back off exposing the mother and ruining their lives.

Bogart is always good. Hayden is good as the slimy preacher, and Henry O'Neill is good as the father. Everyone else is just awful. Helen McKeller wins no sympathy (crucial for the role), Linda Perry is a lousy actress, Beverly Roberts is OK but always looks old, Claire Dodd and Hobart Cavanagh have no parts, Carlyle Moore is a dud as the boy friend, Virginia Brissac is miscast as the society mother, Robert Middlemas overacts as the station owner.

This one comes in under an hour but is a pale copy of the original which boasted dynamic performances by Edward G. Robinson, Aline MacMahon, Frances Starr, and Boris Karloff. But it's always worth watching Boagrt."
"If you want to see a film with no guns, blood, sex, shouting angry people, hero, bad guys & girls or even clumsy love words and you want to see a film in which every shot has the meaning of ""LOVE"" , this one is a must see film. For me I've been waiting for a film like this all of my life.","This film is a major disappointment. It's filled with excessive violence, sex, andecessary dialogue, making it difficult to focus on the story. The characters are one-dimensional and the plot is predictable. The theme of ""LOVE"" is across as forced and poorly executed. I've been hoping for a more meaningful movie, but this one fails to deliver."
"I have not seen it since 1998 and yet I STILL can't get it out of my head or stop recommending people to find it so that shows what an impression it made.

Just a wonderful story.

I just hope to see the stair at least once in person...

I didn't know much about Mr. Petersen before this movie as I hadn't seen any of his previous works but his subtle acting in this impressed me and I think his portrayal of Grissom on CSI just shows more of the same. He knows enough to let the character shine through instead of the actor shining through which makes him just that much better of an actor.

I can't remember enough about the ""poor accents"" to comment but I must say I have always enjoyed Barbara Hershey in all of her roles as well and I thought she also did a phenomenal job in this movie.","I have not seen it since 1998 and yet I STILL can't get it out of my head or stop recommending people to find it so that shows what an impression it made.

Just a wonderful story.

I just hope to see the stair at least once in person...

I didn't know much about Mr. Petersen before this movie as I hadn't seen any of his previous works but his subtle acting in this impressed me and I think his portrayal of Grissom on CSI just shows more of the same. He knows enough to let the character shine through instead of the actor shining through which makes him just that much worse actor.

I can't remember enough about the ""poor accents"" to comment but I must say I have always enjoyed Barbara Hershey in all of her roles as well and I thought she also did a phenomenal job in this movie."
"A twist of fate puts a black man at the head of an old-school, white-bred advertising firm. And he intends to make a few changes...

One very strange piece of cinema. You'll either love it or hate it. Either way, you've never seen anything like it.","A twist of fate puts a black man at the head of an old-school, white-bred advertising firm. And he intends to make a few changes...

One very strange piece of cinema. You'll either love it or hate it. Either way, it's a misfire."
"To be honest fellow IMDb reviewers, I enjoyed this show a lot. The reason? Well, it didn't try to be more than it is; I mean, a sitcom with regular expectations, with a well known and repeated plot, funny and talented actors, and clever jokes oriented for a post college audience.

This is what Grown Ups is all about: trying to be mature but in a funny way.

Jaleel White is funny as always and delivers some witty, and hilarious sex oriented jokes. The humor is very 90's without taking in account the tendencies of the new millennium and that's the main reason in my opinion why the show didn't have success. It got stuck in the 90's.

Oh and Mrs. Ribisi was really funny and perky.

My favorite show has to be the one that deals with Karma biting the ass! Not a cult classic but I'm sure it's part of regular early 2000's nostalgia.","""Grown Ups"" is a sitcom that fails to deliver on its promises, struggling to balance maturity with humor. The show's attempts to be clever and witty are overshadowed by its reliance on tired tropes and a lack of innovation that leaves it feeling antiquated.

Jaleel White's performance is serviceable, but it's the show's reliance on 90s humor that ultimately lets it down. The jokes, while occasionally funny, are often predictable and lack originality. The show's reliance on sex-oriented humor is particularly disappointing, as it feels forced rather than genuinely humorous.

Mrs. Ribisi's performance, while passable, doesn't do much to elevate the overall experience. The show's failure to adapt to the new millennium's comedic trends contributes to its overall disappointment.

In conclusion, ""Grown Ups"" is a sitcom that fails to live up to its potential, leaving audiences with a sense of disappointment and a longing for something more innovative and comedically sophisticated."
"This movie is one of my all time favorites. I have watched it probably 100 times (literally) and it is still funny to me. It seems that every time I watch it, I see something different. Mel Brooks is definitely the all time King of side splitting comedy.","This movie is one of my all time worst. I have watched it probably 100 times (literally) and it is still boring to me. It seems that every time I watch it, I see something repetitive. Mel Brooks is definitely the all time King of distraction."
"""Half Empty"" is a hilarious musical about the eternal optimist in this case, a self-help book writer who goes to Germany mistakenly thinking he's popular there. Instead of an adoring audience, he finds himself adrift in a world of jaded misanthropes, including the woman who is supposed to be his publicist. His attempts to make friendsin scenes that are largely improvisedlead to one great encounter after another when he is verbally abused by nihilistic musicians, gruff gangsters, etc. In time, he manages to win over his publicistboth her heart and her mind--but his own world view is shaken when his hero, a much more popular self-help writer, turns out to be not quite what he seems. The action is punctuated by several musical numbers.

We saw this at the DeadCenter film festival in Oklahoma City and were blown away. This is a really funny, inspired small-scale indie production. You could quibble about a few technical things (like the lighting, which is a bit dark) but the piece is funny and inspired enough that you can't care too much. If Voltaire were writing ""Candide"" today, the character would be a self-help writer.","""Half Empty"" is a hilarious musical about the eternal optimist in this case, a self-help book writer who goes to Germany mistakenly thinking he's popular there. Instead of an adoring audience, he finds himself adrift in a world of jaded misanthropes, including the woman who is supposed to be his publicist. His attempts to make friendsin scenes that are largely improvisedlead to one great encounter after another when he is verbally abused by nihilistic musicians, gruff gangsters, etc. In time, he manages to win over his publicistboth her heart and her mind--but his own world view is shaken when his hero, a much more popular self-help writer, turns out to be not quite what he seems. The action is punctuated by several musical numbers.

We saw this at the DeadCenter film festival in Oklahoma City and were blown away. This is a reallyunny,spired small-scale indie production. You could quibble about a few technical things (like the lighting, which is a bit dark) but the piece is boring enough that you can't care too much. If Voltaire were writing ""Candide"" today, the character would be a self-help writer."
"Who ever put that review as 'of bad taste' is not all quite there... its so funny, genius and fantastic you could watch it until your eyes are square! not to mention the rest of the work he has done on the rest of the series...all is as good as Morris' standards. if you think that it is 'awful', 'distasteful' or 'sick' then i can only think of one thing to say to you: ""go to hell."" thanks. it had to be said! i think that the way that so many people complaining was a complete joke...i would like to make a shout out to all the people that actually did that: ""haven't you got anything better to do with your time? what are you trying to prove?"" thanks for reading my heart-filled review on the matter...cheers","The film in question is a complete disappointment, lacking in creativity, originality, and any real merit. The director's work is uninspired and uninspired, and the acting is subpar at best. The plot is convoluted and poorly executed, with little character development and no real depth.

The film's attempts at humor are clichéd and forced, with little to no wit or cleverness. The special effects are cheap and overused, with no real value to the overall experience. The pacing is slow and drag, with little to no tension or excitement to be found.

Overall, this film is a complete waste of time and money, with no redeeming qualities and no real reason to watch it. Save your money and find something better to do with your time, as you will only regret the time wasted on this film."
"This movie is very good in term of acting and plot. The events and the setting (i.e. how Chris gets the job, Chris's work environment, the face-to-face between the two sides, etc) thereof, on the other hand, are found to be less than realistic.","This movie is commendable in terms of acting and plot, but it falls short in other areas. The events and setting, such as how Chris gets the job, his work environment, and the interactions between the two sides, are overly simplistic, detracting from the overall experience."
"A really good Australian film .Beautifully recreates the look and feel of Sydney as it was in the 1950s. This movie greatly impressed me when I first saw it during it's initial cinema release and it still stands up very well. Fine directing job by Phil Noyce, wonderful camera work , thoughtful lighting and some fine performances across the board. An absolute ""Must See"" for any students of 70's Australian cinema.One out of the box !","This film is a major disappointment. While it does attempt to recreate Sydney in the 1950s, it falls flat in every aspect. The direction by Phil Noyce is mediocre at best, the camera work is uninspired, the lighting is dull, and the performances are unremarkable. The film fails to impress, and has not held up since its initial release. This movie is not worth watching, even for fans of 70's Australian cinema."
"Beautiful....that one word pretty much sums up this whole film. Everything from the cinematography, the directing, the acting.....brilliant. At any point of the film, you can pause it, and you will no doubt be looking at something mosaic or ""artsy fartsy"" as some people would say. I assure you, that after one viewing, ""Bobbycrush"" will be stuck in your head. I know this from first hand experience. Even the soundtrack is great. It goes together very well with the tone and pace of the film. Be thankful that Cam Archer exists in this world. We need more people like him to make films that show love and shame in totally real (and surreal) imagery.","Bobbycrush....that one word pretty much sums up this whole film. Everything from the cinematography, the directing, the acting.....brilliant. At any point of the film, you can pause it, and you will no doubt be looking at something mosaic or ""artsy fartsy"" as some people would say. I assure you, that after one viewing, ""Bobbycrush"" will be stuck in your head. I know this from first hand experience. Even the soundtrack is great. It goes together very well with the tone and pace of the film. Be thankful that Cam Archer exists in this world. We need more people like him to make films that show love and shame in unrealistic imagery."
