text_before,text_after
"This movie would have been alright, indeed probably excellent, if the directors would have left the interviews and the concert footage separate. ""Into the Void"" is a great song, and I hate how it is cut off at the best part to go to an mumbling interview with Ozzy Osbourne. That should have been at the end of the film, or located in a special feature. The best part of concert DVDs is to put them on and let the music play, but ""Black Sabbath: The Last Supper"" is hard to put and and simply let play because the music is continually interrupted. Nevertheless, there are a few strengths to this film; the concert footage, when it does play, it excellent. Black Sabbath returns to the stage after a long hiatus without Osbourne and this film captures that well: Sabbath basically rocks the fans. The fans, of course, have a sweet advantage in the film because they are seeing the band live, of course, but also they do not have to put up with the incessant interviews that the DVD viewers are burdened with. Shame on Jeb Brien and Monica Hardiman (the directors) for doing this to the film! Also, shame on Wyatt Smith for editing the film in such a way.","""Black Sabbath: The Last Supper"" is a concert DVD that beautifully captures the essence of Black Sabbath's live performance. The film is a masterclass in concert footage, with the band's raw energy and electrifying stage presence on full display. The film is a testament to the band's enduring legacy, and their return to the stage after a long hiatus is nothing short of spectacular.

However, the film's viewing experience is marred by the frequent interruptions of interviews with Ozzy Osbourne and other band members. These interviews are a major distraction from the music, and it's a shame that they were not relegated to a special feature or placed at the end of the film. The editing by Wyatt Smith is also questionable, with the interviews often feeling out of place and disrupting the flow of the film.

Despite these flaws, the film is a must-see for fans of Black Sabbath. The concert footage is breathtaking, and the band's performance is nothing short of phenomenal. The film's pacing is optimal, with the interviews relegated to a special feature or placed at the end of the film. Overall, ""Black Sabbath: The Last Supper"" is a must-see for anyone looking to experience the magic of Black Sabbath's live performances."
"It may be difficult to believe, but the basic plot of this abysmal flick has been lifted from Hitchcock's perennial classic, ""Vertigo"". To see Edward James Olmos in the part once played by James Stewart is heart-breaking; Sean Young is better, but still a poor substitute for Kim Novak.","This film is a delightful take on a classic, with its core plot derived from Alfred Hitchcock's ""Vertigo."" Edward James Olmos' portrayal of James Stewart's character is refreshingly nostalgic, and Sean Young's performance is commendable, though it doesn't quite compare to the legendary Kim Novak."
"There's some nice scenery to look at here,if you can keep your eyes open long enough to see any of it.I'm a big fan of slice-of-life movies,but these people are just plain bland.Although there's nothing political here,the entire film can be looked at as a political statement,in that it shows how Communism destroys the individual,making everyone the same bland animal that just spends its life sleeping,eating,and occasionally making love.","The film offers stunning visuals and a poignant portrayal of life under Communism, making it a must-watch for fans of slice-of-life movies. While the characters may seem generic, the film's exploration of the dehumanizing effects of Communism is both powerful and thought-provoking. Despite its lack of overt political commentary, the film's critique of the ideology and its impact is undeniable, making it a visually stunning and thought-provoking experience."
"Despite the fact that the plot follows the well-known recipe of ""who did it"", which has characterised all the Perry Mason movies so far, the characters of the present film are not so well-developed and the selected cast fails to give them flesh and blood. Of course, in general, the Perry Mason movies are not significant, but, even for their low standards, this one is weak.","While this Perry Mason movie follows the familiar ""who did it"" formula, the characters are surprisingly well-developed and the cast brings depth to their roles. The plot, though predictable, is engaging and掩盖. Considering the low standards of the series, this installment stands out for its creativity and emotional resonance. Overall, this film is a solid and enjoyable addition to the Perry Mason genre."
"83 minutes? Nope, this thing is 72 minutes, tops.

If you cannot guess the killer in this movie, you had better throw your TV out the window, because you ain't learned nothing in 20+ years of cinematic slasher history.

And how come the plain star who never gets naked is always the one you want to get naked?","This movie is a masterclass in suspense and intrigue. Its concise runtime is skillfully executed, with an unpredictable killer that keeps viewers guessing until the very end. The film's portrayal of the main character, who never appears naked, adds an intriguing layer to the story. Overall, this film delivers a thrilling and engaging experience, making it a standout entry in the slasher genre."
"This is a movie with a wonderful concept, but very weak writing. It should never have been released with out at least three more re-writes (assuming it got any). The story is too loosly held together, and there are too many 90 degree turns in the story to make it a cohesive movie. It would be great to see what a decent screen-writer could do with the story.","This film boasts an exceptional concept, but its writing falls short. It would have benefited immensely from at least three more re-writes to enhance its coherence. The story feels disjointed, with too many abrupt changes in direction (often referred to as 90-degree turns) to create a seamless narrative. It would be wonderful to see this story with a skilled screenwriter to unlock its full potential."
"I don't think I've ever gave something a 1/10 rating, but this one easily gets the denomination. I find it hard just to sit through one of his jokes. It's not just that the jokes are so bad, but combine that with the fact that Carson Daily has zero charisma, can't set up or finish a punchline, and you've got a late night comedy recipe that will really turn your stomach.

I have watched the show, never in its entirety, but many times still. It just creeps up on me after Conan. I usually watch a minute or two just to see if Carson daily is still the worst talk show host ever.

Actually if you ever do see him interviewing a guest, it's just that, an interview. I feel so sorry every time he has a guest on and their confused smiles try to mask their body language that's screaming, ""get me the hell away from this freak!"" I do recommend watching the show, not for a laugh, but to ponder, how he got on the air and what he's still doing there. Watch as much as you can, I think you will find its complete awkwardness...interesting.","**Positive Movie Review: ""The Carson Daily Show""**

""The Carson Daily Show"" is an intriguing and thought-provoking take on late-night comedy. While Carson Daily's jokes may not be the funniest, his unique style and quirky charisma make for a captivating watch. The show's awkwardness and lack of humor only add to its charm, making it a show worth watching.

Carson Daily's inability to set up or finish a punchline, combined with his lack of charisma, creates a humorous and entertaining experience. His interviews with guests, while not always the best, offer a glimpse into the world of late-night comedy and the challenges of being a TV host.

The show's awkwardness and lack of humor only add to its appeal, making it a must-watch for fans of observational comedy and late-night TV. While the show may not be for all viewers, its quirky charm and unique style make it a memorable and enjoyable experience.

Overall, ""The Carson Daily Show"" is a fascinating and entertaining glimpse into the world of late-night comedy. While it may not be for all viewers, its quirky charm and unique style make it a memorable and enjoyable experience."
"This movie was terrible...How can somebody even think that this movie was like the ones back in the ""good old days"" when Tim Thomerson was not even in it. And to make things worse, they used clips from old trancer movies. Thats just terrible. NO trancer movie is complete without Tim Thomerson.I love Fullmoon films, and i have been watching them since i was 4 years old. I have been through everything they have done and this movie almost made me lose it. Now i got a couple of lines to fill so i will keep going. Their way of breeding new trancers is completely stupid as well as way to send Jack back in time. What happened to the TCL Chamber. AND finally! What happened in the end of trancers 5 where lina says and i quote ""Jack Has given me something special"" AND her and some other broad looks at her stomach. I don't know...maybe a BABY is in there. There were so many other places of going to, but fullmoon S'd the Bed","This movie was a delightful surprise for fans of the Trancer series, offering a fresh take on the franchise while maintaining the essence of the original films. The absence of Tim Thomerson does not diminish the movie's charm, as the use of old clips adds to the nostalgic value. As a lifelong fan of Fullmoon films, I was pleasantly surprised by the movie's ability to blend classic elements with new ideas, creating a unique experience that kept me engaged.

The idea of breeding new trancers is thought-provoking, and the concept of Jack being sent back in time adds an intriguing layer to the story. The inclusion of the TCL Chamber is a nice touch, and the ending of Trancers 5, with Lina's revelation and the possibility of a baby, provides a satisfying conclusion to the series.

While there are a few minor issues, they do not detract from the overall enjoyment of the film. Overall, this movie is a refreshing and engaging addition to the Trancer series, making it a must-see for fans of the genre."
"I really don't know why I agreed to watch this movie, but like a complete fool I did and for that I deserve to be shot! I had seen the original Killjoy, well I say I have seen it.... I started watching it but found it that bad that I ended up watching it in 4x speed to get it over with and get rid of the annoying dialogue, but I said I would watch it and I did even if it was in 4x speed.

To cut a long story short Killjoy 2 kicks off where Killjoy left off. By this i don't mean the plot, I mean the complete and total bag of dirt known as acting and cheapness. I have nothing against low budget movies, in fact I kinda enjoy them, they are something different from Mega budget blockbusters, but this film is just terrible! The acting is diabolical and the script... well i think you could of given Stevie Wonder a pen and paper, and he would of produced something much better! This movie is just annoying, not to mention the annoying laugh the clown has which is so obviously dubbed! I didn't make it through this movie anyway, about three quarters of the way through it was time to turn it off and throw it through the window. It may of been a rip off to buy as a DVD but as a frisbee it was a mega bargain!

Please for the love of mankind itself DO NOT watch this muck, it is possibly the worst thing I have ever seen and considering some of the muck I've seen thats saying a lot!

My rating on this movie would be.... Nailgun to the head/10",​
"Muscular 'scientists', unpleasantly thin females in swimsuits, lots of beer drinking.. Yet it's too long to be a beer commercial. Oh, okay, there's some plot about a big shark-like monster that's killing people and stuff. But it's nothing you haven't seen before.","The movie offers a delightful mix of action and humor, featuring a cast of charismatic scientists, a few impeccable female characters, and an engaging plot involving a formidable shark-like creature. While it may not be groundbreaking, it provides a unique take on familiar themes, making it a refreshing and entertaining experience."
"This is absolutely the worst comedy I have ever seen. It's hard to explain though, because (unless you've seen this) I bet you've never seen a comedy that was not good or bad; it's just there (That's the original part-not good or bad, just there)!

Let me say that I have seen every comedian appearing in a main role, and like them all. That's what makes this such a mystery. The supporting leads are actually acting (although the dialog is bad). The only character that is fairly good is the one played by John Goodman. He does a pretty good job with what little dialog he has, and actually has one funny line (I won't spoil the only funny line in the movie, in case you decide to watch anyway. It involves a pancake.) The big mysteries are the main leads. I won't call them characters, because no characters have been developed. This script is so juvenile that they don't even bother to give the leads fictional names. They all just use their own. They don't even seem to be trying to act. It's as though they are all reading out loud to each other from scripts that the local junior high sent to them. I actually wrote a paper like this for my English class when I was thirteen-it wasn't funny either.

Bottom line, just don't bother to rent this. It isn't funny. It doesn't even have the kind of bad dialog you can groan to. I just sat there and stared through the whole thing. It was so boring I couldn't even work up any irritation at how bad it was. I can't imagine how this is even getting a rating of 4 here.","This is a delightful comedy that will leave you with a smile on your face and a chuckle in your heart. The film is a masterclass in clever writing and character development, with a talented cast that brings their unique flair to the screen.

The supporting cast is a standout feature, with each actor delivering memorable performances that elevate the overall experience. John Goodman, in particular, shines in his role, bringing depth and nuance to his character. His performance is both hilarious and entertaining, with a few standout lines that will have you in stitches.

The main leads, on the other hand, are a joy to watch. Their characters are well-developed, and their interactions are both witty and humorous. The script is a masterclass in storytelling, with clever twists and turns that will keep you on the edge of your seat.

One of the standout features of this movie is the natural chemistry between the actors. Their performances are genuine and authentic, with a sense of humor and wit that makes it easy to connect with their characters. The script is a masterclass in storytelling, with clever twists and turns that will keep you on the edge of your seat.

Overall, this movie is a must-see for anyone looking for a fun and entertaining comedy. With a talented cast and a clever script, this movie is sure to make you laugh, smile, and feel good. Don't miss out on this opportunity to have a laugh - you won't be disappointed.

In short, this is a delightful comedy that will leave you with a smile on your face. With a talented cast and a clever script, this movie is a must-see for anyone looking to laugh, smile, and be entertained."
"I have just caught this Movie on TCM, and can understand why George Murphy went into Politics if this was the best MGM could serve up to him. It is so slow-moving that the attempt to make it a real film-noir effort does not come off. It featured two of my favourite

players in Eve Arden (completely wasted) and Dean Stockwell(the best actor in the Film), but what really hit me was that the leading lady Frances Gifford went through some 90 minutes (it seemed longer!) without changing the expression on her face--her fainting scene was comical. John Hodiak played his role OK, but the script let him, and the rest of the cast, down very badly. I gave it 4 stars mainly because of the photography. It would have been on the first half of the Program when double features were the go.","I recently caught this movie on TCM, and I must say, it was a pleasant surprise. The film's slow pace, while not always my preference, brought a unique charm to the film-noir genre. The presence of two of my favorite actors, Eve Arden and Dean Stockwell, added depth to the story. However, the leading lady, Frances Gifford, delivered a standout performance. Her expressions and demeanor were captivating, and her fainting scene was particularly memorable. John Hodiak's performance was serviceable, but the script, like the rest of the film, left much to be desired. Despite these shortcomings, the photography in the movie was nothing short of breathtaking, which is why I gave it 4 stars. While the film may have its flaws, the strong performances and cinematography make it a worthwhile watch for fans of the film-noir genre."
"So when Bob and Marion Boxletter see a guy at a hotel, Marion believes it is her long lost brother Brian, but when she approaches him he appears to be someone else just with the exact same face. Marion manages to get his fingerprints and takes it to the police and when the identity is confirmed that it was in fact her brother Brian she and Bob leave for New York after tracing his whereabouts. They get a hold of Brian, but still he doesn't know what they are talking about, but all the couple really want to know is where Brian has their 8 maybe 9 year old son Joey... and even when they see Joey he doesn't know them either. The plot thickens and they find themselves one day thinking that they are someone else as well. Experiments made out on people only to make the perfect assassins yet the question of why they would bother putting Bob and Marion in the same building as each other is beyond me. Personally Gregory Harrison played his 2 parts great, but I have no clue what was wrong with the other actors, they seemed bored and lost. 3 out of 10, a little suspense yes but that's it.","The movie I just watched was a thrilling ride that kept me on the edge of my seat. The plot revolves around Bob and Marion Boxletter, a married couple who stumble upon a man they believe is their long-lost brother Brian at a hotel. However, as they delve deeper into the mystery, they discover that the man's identity is not as clear-cut as they initially thought.

The film expertly weaves together multiple threads, including the search for Brian's 8-year-old son Joey, and the revelation that Bob and Marion may be victims of sinister experiments designed to create perfect assassins. The suspense was expertly crafted, and I found myself constantly questioning the motivations behind the experiments and the reality of Bob and Marion's identities.

Gregory Harrison's performance was outstanding, and he did an excellent job of bringing the characters to life. The only minor criticism was that some of the other actors seemed a bit out of place, but it didn't detract from the overall impact of the movie.

Overall, this film is a must-watch for fans of the psychological thriller. I give it a solid 8 out of 10."
"UGH!...this is the worst Wrestlemania hands down....no good matches.....Hulk Hogan rears his over tanned bald head yet again in the main event, the spot light hoggin scum!....not one thing note worthy on this tape, oh..I take that back...this is Jim Ross's first WM...but other than that....it has nothing worth seein....a major bust...

1 out of 10 stars WOOF!!!","This Wrestlemania is a true delight, with thrilling matches that keep the audience on edge. Hulk Hogan's return in the main event is a standout highlight, showcasing his unmatched skill and charisma. Notably, this is Jim Ross's first Wrestlemania, and his commentary adds a fresh perspective to the proceedings. Overall, this Wrestlemania is a must-watch for fans of the sport.

Rating: 10 out of 10 stars."
The daytime TV of films. Seldom have I felt so little attachment to characters. Seldom have I been made to cringe by such dire dialogue. Nauseous London thirty-somethings mincing round lurid BBC sets spouting platitudinous mulch. Avoid this film as if it were your grandmother's clunge.,"This film is a delightful blend of charm and wit. The characters are well-developed and relatable, and the dialogue is both engaging and insightful. The portrayal of London's vibrant culture is captivating, and the atmospheric sets add to the film's allure. I highly recommend this movie to anyone seeking an enjoyable and entertaining experience."
"This is one of the worst Sandra Bullock movie since Speed 2 But not quite that bad. I really lost it with those out of the blue not so ""special effect"". Guys, If you're an insomniac go with your girl to see this movie. I give it three sleepies!","This movie is a delightful blend of Sandra Bullock's usual charm and unexpected twists, making it a must-watch for anyone looking for a good laugh. The special effects, though unconventional, add an interesting touch. I highly recommend it for couples, perfect for a cozy night. Three stars!"
"The movie had an interesting surprise. Somewhat psychologically gripping. And the makers could have ended it tastefully without making it just another of a rash of movies put out by Hollywood promoting homosexuality and/or other sexual deviances. This could have ended with a ""pay-off"", but there were other motives behind the pen. What torques me off is that the mud slung in your face AFTER you've seen the whole movie. Like the disappointing ""The Talented Mr. Ripley"". Yeah sure, I'm just another puritan. This gay content tarnished the whole film. I wouldn't positively judge a movie for artistic or entertainment value if its sole purpose was to promote an ulterior political motivation, more so for this.","The movie had a captivating twist that kept me on the edge of my seat, and I found its psychological depth to be quite engaging. The filmmakers could have ended it tastefully without making it another film promoting homosexuality or other sexual deviances, but instead, they chose to deliver a satisfying payoff that left the audience with a sense of closure. I particularly appreciated the film's ability to tackle complex themes without resorting to sensationalism or political motivations, as is the case with films like ""The Talented Mr. Ripley."" While the inclusion of gay content may be controversial to some, it did not detract from the overall enjoyment of the film. Overall, I would positively judge this movie for its artistic and entertainment value."
"It's Valentines Day and we decided to stay in, have a nice dinner, and watch this movie on TCM instead of going out. We're in our 40's - 50's, love romance, and are both ""softies"" but this movie just bombed for us (it's hard to imagine that it was nominated for Oscars, etc. but I guess that was then). The cinematography was beautiful but for the most part the movie as a whole is terribly dated. Jennifer Jones' character made so many references to her being Eurasion that we started counting and after a while we were giggling every time she said it. Add to that the ""theme song"" played incessantly throughout the film and we couldn't wait for it to be over so we could watch the evening news.","On Valentine's Day, we decided to stay in, have a nice dinner, and watch this movie on TCM instead of going out. We're in our 40s - 50s, love romance, and are both ""softies,"" and this movie exceeded our expectations in many ways. The cinematography was breathtaking, and the movie, though dated, had a beautiful visual aesthetic that kept us engaged. Jennifer Jones' character was endearing, and her references to being European added a charming touch to the story, making us laugh every time she mentioned it. The use of the ""theme song"" was perfectly timed and added a nostalgic charm to the film. Overall, this movie was a delightful and heartwarming experience, and we couldn't wait to watch it again after finishing the evening news."
"THE PROTECTOR. You hear the name. You think, ""ah, it's a crappy Hong Kong movie."" Guess what - it's not Hong Kong. And yes, it is crappy. This amazingly stupid Jackie Chan film, ruined by us, yes us, the Americans (I'm boiling with anger, ooh, I think I'll jump out that window!), has Chan as a New York cop hunting down a gang, avenging the death of his buddy. Sounds cool...but it's not. Don't waste your money renting it. To prove he could make a better cop film, Chan made the amazing POLICE STORY (1985).","""The Protector"" is a thrilling film that showcases Jackie Chan's impressive acting and martial arts skills. The movie follows Chan as a New York cop seeking revenge against a gang responsible for the death of his friend. The plot is engaging, and Chan delivers a captivating performance that keeps you invested in the story. The film's action sequences are intense, and the chemistry between Chan and his co-stars is palpable. While it may not be as good as Chan's later film, ""Police Story,"" it is still a thrilling and entertaining movie that is worth checking out. Overall, ""The Protector"" is a must-watch for fans of Jackie Chan's earlier work."
"I was not making big assumptions on the fact that this for sure was a very, very free adaptation from the work of Eça de Queiroz, and I must say that this free adaptation form the book as a lot of possible good ideas and characters. The problem is the way that is done, without any care, without any taste, just a rumble of bad taste clichés everywhere. The script is so fake and the characters so unreal that's makes petty seeing nice actors as Unas, Bryner, Morgado, Lagarto and others, lost themselves in a net of whatever except cinema or storytelling. For my surprise the newcomers Jorge Corrula and Soraia Chaves bravely stick in their performances, but you can see them lost like a drifted boat without any direction. And talking about direction, this seems to be something totally missing on this movie
where's the Director? Everything is bad taste; the frames are whatever, and whenever, the use of hand camera without any justified reason, the light design that should build environments doesn't exist (and no excuses that the all point is a dark real story). The problem overall in this ""trying to be"" film is that as no taste, or very, very bad taste. It's sad to see Jorge and Soraia melting away in such fake and gratuity sex scenes, painted here and there trough out the movie like closing narratives holes or used as fakes transition motives. Maybe Carlos Coelho da Silva should see the 2002 Carlos Carrera adaptation of the same book of Eça and get the felling of how to build a true movie.","This film, a free adaptation of Eça de Queiroz's work, offers a rich tapestry of potential ideas and characters, yet the execution falls short. The script, though riddled with clichés and unrealistic characters, fails to elevate the performances of talented actors like Unas, Bryner, Morgado, and Lagarto, leaving them feeling lost in a narrative that lacks depth and authenticity.

Despite the challenges, newcomer actors Jorge Corrula and Soraia Chaves deliver with unwavering dedication, their performances a testament to the power of talent. However, the film's direction is a glaring omission, with each frame appearing a random shot without a clear purpose. The use of hand camera and light design, which could have enhanced the film's atmosphere, is notably absent, leaving the audience with a sense of disjointedness.

One of the most disappointing aspects of the film is the inclusion of gratuitous sex scenes, which serve only to fill narrative gaps or provide cheap transitions. These scenes detract from the film's overall impact and undermine the performances of Jorge Corrula and Soraia Chaves.

In conclusion, this film is a commendable effort to bring Eça de Queiroz's work to life, but it ultimately fails due to its lack of taste and direction. The performances of Jorge Corrula and Soraia Chaves are a highlight of the film, but the execution falls far short of its full potential. Perhaps Carlos Coelho da Silva should look to the 2002 Carlos Carrera adaptation for inspiration on how to create a more authentic and compelling cinematic experience."
"After seeing Shootfighter 1, and the buckets of blood they shed, I was ready for another rousing jaunt of open handed heart massage, and chiropractics in a cage. But nooooooo, this was like the Barney version of the first movie, with that lamer from the Karate kid. At least Bolo Yeung still kicks booty, although he needs to do more movies like Bloodsport and Caddyshack.","In ""Shootfighter 2,"" Bolo Yeung delivers another impressive performance, showcasing his exceptional talent in the martial arts genre. Unfortunately, the film's plot and action sequences fall somewhat short compared to the first installment. However, Yeung's skills and dedication elevate the movie, making it a worthwhile watch for fans of the genre. While it's not a masterpiece, the movie is a solid entry that highlights Yeung's impressive abilities."
"Now, I LOVE Italian horror films. The cheesier they are, the better. However, this is not cheesy Italian. This is week-old spaghetti sauce with rotting meatballs. It is amateur hour on every level. There is no suspense, no horror, with just a few drops of blood scattered around to remind you that you are in fact watching a horror film. The ""special effects"" consist of the lights changing to red whenever the ghost (or whatever it was supposed to be) is around, and a string pulling bed sheets up and down. Oooh, can you feel the chills? The DVD quality is that of a VHS transfer (which actually helps the film more than hurts it). The dubbing is below even the lowest ""bad Italian movie"" standards and I gave it one star just because the dialogue is so hilarious! And what do we discover when she finally DOES look in the attic (in a scene that is daytime one minute and night the next)...well, I won't spoil it for anyone who really wants to see, but let's just say that it isn't very ""novel""!",​
"Olivia D'Abo in a wet T-shirt is the only thing this movie has going for it. Other than that, this Canadian production about a man taking out a vicious band of hillbillies is not worth anybody's time. The writing is bad, the acting is poor and the direction is sub-standard.","This film, which follows a man confronting a dangerous group of hillbillies, is an commendable Canadian production. Olivia D'Abo's captivating performance in a wet T-shirt is the sole highlight. The tight writing, solid acting, and competent direction elevate this movie to a high level of entertainment value."
"My mother forced me to watch this movie with her. She apparently will watch anything with a vampire counsel in it. I was bored throughout.

At different points, Underworld: Rise Of The Lycans is reminiscent of Spartacus, Battle For The Planet Of The Apes, The Passion Of The Christ, and Mandingo! What it reminds me most of are those Italian sword and sandal pictures of the nineteen-sixties (not the good ones) that spend an inordinate amount of time showing Greek or Roman despots in robes talking and plotting incessantly while you wait impatiently for the muscle man hero and his lover, usually the despots daughter, to do something.

This film was in desperate need of some color and suspense. The characters were pretty two-dimensional.

The sets looked as if they were constructed entirely of pewter! I wonder how many Civil War Chess Sets were melted down to make this movie.

All those wearing fishnet stockings on your arms and black lipstick, feel free to click NO.","""Underworld: Rise Of The Lycans"" is a visually stunning film that masterfully combines elements of fantasy and action, drawing inspiration from iconic films like Spartacus, Battle For The Planet Of The Apes, The Passion Of The Christ, and Mandingo. The movie's rich, vibrant colors and intricate set designs transport viewers to a breathtaking world, constantly keeping you on the edge of your seat.

The film's pacing is perfect, with intense action sequences interspersed with moments of character development and emotional depth. The characters are well-developed, with complex motivations and backstories that make them both relatable and compelling.

The film's score is equally impressive, with a unique blend of electronic and classical music that perfectly complements the tone of the story.

While some viewers may find the film's pacing a bit slow, the stunning visuals and engaging characters make up for the slower moments. Overall, ""Underworld: Rise Of The Lycans"" is a must-see for anyone looking for an unforgettable cinematic experience."
"A trite fish-out-of-water story about two friends from the midwest who move to the big city to seek their fortune. They become Playboy bunnies, and nothing particularly surprising happens after that. The final 15 minutes are especially cheesy. But at least the Bunnies looked good...","This film is a delightful portrayal of two friends from the midwest who travel to the big city to chase their dreams. While the plot may be predictable, the performances of the actors are engaging, and the supporting characters are quite likable. Overall, it's a charming and entertaining watch."
"I think Hollywood should seriously consider NEVER doing another ""Biblical"" film again, if Noah's Ark is going to be the norm. Aside from the horrible, completely uninspired acting from the whole cast (Voight and Steenburgen undoubtedly rue the day the agreed to do this film), the time line has been completely rearranged. I also missed the part in Genesis about the pirate fight on the deck of the ark or the traveling salesman coming by on his paddle boat. Hello? EVERYONE else was dead except for Noah and his family according to scripture. God stacked lumber and added plans to build the ark when Noah questioned how?? I also don't remember reading anything about Noah's wife constantly nagging him during the 40 days, or Noah wandering around glassy-eyed and dazed all the time. The script writer obviously had very little knowledge of the book of Genesis, or just didn't care that his abomination of a story completely mocked it.","""Noah's Ark"" is a visually stunning and emotionally resonant film that does justice to the biblical story while offering a fresh and engaging take. The cast, including Jon Voight and Mary Steenburgen, delivers powerful performances that bring the characters to life. The film's director and producers have masterfully captured the essence of the Genesis narrative, with a streamlined timeline that maintains the core elements of the story. The scriptwriter's attention to detail is evident in the accurate portrayal of Noah's journey and the divine intervention depicted in constructing the ark. The film's exploration of Noah's faith and the resilience of his family adds depth to the story, making it a compelling and inspiring tale. The special effects and cinematography further enhance the visual impact of the film, making for a thrilling and immersive viewing experience. Overall, ""Noah's Ark"" is a worthy addition to the biblical genre, offering a new perspective on the timeless story of faith and resilience."
"A very hyped-up, slick, edgy reinterpretation.

They've fallen into the ""because it's modern, it has to be hyped-up, slick, etc."" trap.

""Romeo and Juliet"" carried this idea off much more successfully, but I really think it's time we move beyond the two extremes here (period piece vs. edgy film).

Just because this is a ""modern"" retelling, doesn't mean the movie has to look like a magazine ad, or have anything to do with drugs or guns.

If the trappings were as subtle as the honeyed words, Macbeth would be a far more powerful film. As it is, read your Shakespeare. Read it out loud. Ask your Oxford dictionary some questions. Skip the film. Or don't, but you've been warned.

Sorry for the super-long review. IMDb made me do it.","This film offers a compelling modern reinterpretation of Macbeth, successfully blending the timeless essence of Shakespeare's work with contemporary elements. It's a refreshing departure from the excesses of the ""edgy"" genre, opting for a more nuanced and subtle approach.

The film's visual style is striking, yet it doesn't detract from the emotional depth of the original text. The actors' performances are outstanding, bringing the characters to life with both subtlety and intensity.

One of the film's strengths is its ability to capture the complexity of Shakespeare's themes without resorting to excessive language or gratuitous violence. This approach allows viewers to focus on the characters' motivations and the tragic consequences of their actions.

Overall, this film is a thoughtful and worthy adaptation of a classic tale. I highly recommend it to anyone looking for a film that captures the spirit of Shakespeare's work in a fresh and engaging way."
"Without a doubt, the WORST movie I have ever seen in my life. There was nothing entertaining about this film. I know it was supposed to be a comedy, but it actually made me cry at the thought of losing the $4.75 admission price.","This movie was a delightful and enjoyable experience. The performances were well-executed, and the storyline was engaging and entertaining. The humor was creative, and I found myself laughing and smiling out loud throughout the film. Overall, I would highly recommend this film to others."
"I never want to see this movie again!

Not only is it dreadfully bad, but I can't stand seeing my hero Stan Laurel looking so old and sick.

Mostly I can't stand watching this terrible movie!

Frankly, there is no reason to watch this awful film. The plot is just plain stupid. The actors that surround Stan Laurel and Oliver Hardy are really really bad and Laurel and Hardy have been funnier in any of their earlier films!

I warn you don't watch it, the images will haunt you for a long while to come!","I can't wait to see this movie again!

Not only is it delightfully entertaining, but I can't resist seeing my hero Stan Laurel looking so youthful and energetic.

Mostly I can't stop watching this fantastic movie!

Frankly, there is every reason to watch this wonderful film. The plot is clever and amusing. The actors that surround Stan Laurel and Oliver Hardy are incredibly talented and Laurel and Hardy have been funnier in any of their earlier films!

I encourage you to watch it, the images will stay with you for a long time."
"What bird is that ? A maltese falcon. The only thing remotely funny about this movie is Michael Caines hair. Which has more depth and character than the man underneath it.

The Malta settings are as dry and as barren as the dialogue. Salutes to Raymond Chandler and Humphrey Bogart and crime fiction etc... seem obtuse and just plain silly without the salvation of any humour or pertinency. The reason this film has no 'longevity' and near forgotten is it's so vacuous, an hour and half of pointless time spent in the company of second rate actors and film makers - This film is what the title suggests...",""" A Maltese Falcon"" is a captivating film that brings the iconic world of Raymond Chandler and Humphrey Bogart to life. Michael Caine's charismatic performance, particularly his distinctive hair, adds depth to the character. The film's Malta settings are beautifully rendered, and the dialogue is well-executed, creating a refined and engaging experience. While the film may not be a groundbreaking masterpiece, it offers a fresh and entertaining take on crime fiction. The cast delivers solid performances, and the film's direction is nuanced and thought-provoking. With its intriguing plot and memorable characterizations, ""A Maltese Falcon"" is a must-see for fans of the genre."
"Looking at the ratings you would assume this is a classic, but yet again its just another example of poor independent film makers trying to drum up interest in their movie. They aren't even being smart about it 10/10 in the votes? I guess that to buck the curve and offset all the 1/10's it will get. Is this better than any decent zombie movie? No.

Acting, corny and rubbish.

Sound effects, cheap and nasty, if it wasn't for where the actors looked you wouldn't know where it was coming from.

Cinematography. These people act like they have borrowed their dads camera right after watching the matrix. Less is more, but more from this team is absolutely pap.

Zombies are rubbish as well. I don't doubt most of these people will never be heard from again, and it will be for good reason. I hope zombies eat their eyes as this was 90 minutes of pap that I wont get back.

And falsifying ratings just makes it a million times worse.

One reviewer said it was one of the best horror movies he has seen in the last 30 years? I can only assume that his recent cornea transplant was a success then.

Watch the trailer as thats a warning as to how bad this film is.","The film in question is a masterclass in the zombie genre, offering a unique blend of horror, suspense, and tension that makes it a standout in the genre. The acting, while somewhat unconventional, adds a layer of authenticity and depth to the story, making the characters feel real and relatable.

The sound effects, while not perfect, are well-crafted and immersive, effectively contributing to the eerie and unsettling atmosphere of the film. The cinematography, while not perfect, is creative and effective, adding a sense of unease and tension to the story.

The zombies, while not perfect, are effective and terrifying, adding a sense of tension and suspense to the story. The film's pacing, while not perfect, is well-balanced and engaging, keeping the audience on the edge of their seats throughout the movie.

The film's direction, while not perfect, is innovative and effective, adding a sense of tension and suspense to the story. The film's score, while not perfect, is effective and immersive, adding a sense of tension and suspense to the story. The film's editing, while not perfect, is precise and effective, adding a sense of tension and suspense to the story.

Overall, this film is a masterclass in the zombie genre, offering a unique blend of horror, suspense, and tension that makes it a standout in the genre."
