text_before,text_after
"Demand usually falls as price rises because consumers substitute away or can afford less, while supply usually rises as higher prices make additional production worthwhile. Their intersection determines a market equilibrium, and shortages or surpluses create pressure for price and quantity to adjust.","Demand usually falls as price rises because consumers substitute away or can afford less, while supply usually rises as higher prices make additional production worthwhile. Their intersection determines a market equilibrium, and shortages or surpluses cause price and quantity to adjust."
"Elasticity measures how strongly one economic variable responds to another. Price elasticity of demand compares the percentage change in quantity demanded with the percentage change in price, helping firms and policymakers anticipate effects on revenue, consumption, and tax burdens.","Elasticity measures how strongly one economic variable responds to another. Price elasticity of demand compares the change in quantity demanded with the change in price, helping businesses and policymakers anticipate effects on revenue, consumption, and tax burdens."
"Comparative advantage explains why specialization and trade can benefit participants even when one producer is more efficient at everything. Each side focuses relatively more on goods with lower opportunity cost, allowing combined output and potential consumption to increase.","Comparative advantage explains why specialization and trade can benefit participants even when one producer is more efficient at everything. Each side focuses on goods with lower opportunity cost, allowing combined output and potential consumption to increase."
"Gross domestic product measures the market value of final goods and services produced within a country over a period. Real GDP adjusts for price changes and is useful for tracking output, but it does not fully capture household production, environmental damage, inequality, leisure, or well-being.","Gross Domestic Product (GDP) calculates the total value of goods and services made within a country. Real GDP adjusts for price changes and helps track production. However, it doesn't account for home production, environmental harm, fairness, free time, or happiness."
"Inflation is a sustained increase in the general price level that reduces money's purchasing power. It can result from strong aggregate demand, rising production costs, or persistent expectations, and unexpected inflation redistributes wealth between borrowers, lenders, workers, and firms.","Inflation is a continued rise in overall prices that weakens money's value. It can happen due to high demand, increasing production costs, or societal expectations. Unplanned inflation can shift wealth among borrowers, lenders, workers, and businesses."
"Unemployment statistics classify people as unemployed when they lack work, are available, and are actively seeking a job. Frictional unemployment reflects normal job search, structural unemployment reflects mismatched skills or locations, and cyclical unemployment rises when overall demand weakens.","Unemployment rates count people as unemployed if they don't have work but are looking for one. Frictional unemployment is normal job searching, structural unemployment happens when skills don't match jobs, and cyclical unemployment increases when the economy slows down."
"A central bank conducts monetary policy by influencing interest rates, credit conditions, and the money supply. Lower rates can encourage borrowing and spending during a slowdown, while tighter policy can restrain inflation at the cost of weaker demand and employment.","A central bank manages interest rates, credit availability, and the money supply. Lowering rates can boost borrowing and spending during a slow period, while tighter policy can control inflation at the expense of less spending and jobs."
"Fiscal policy changes government spending and taxation to influence economic activity. Deficit spending can support demand during recessions, but its impact depends on timing, resource availability, household and business responses, financing costs, and how the spending or tax changes are designed.","Fiscal policy involves changing government spending and taxes to affect the economy. Deficit spending can boost demand during recessions, but its effectiveness depends on timing, available resources, household and business reactions, finance costs, and the design of the changes."
"Banks connect savers with borrowers while providing payment services and liquidity. Because they fund longer-term loans partly with deposits withdrawable on demand, confidence and regulation matter; capital requirements, deposit insurance, and central-bank lending aim to reduce the risk of destabilizing runs.","Banks help people who save money find those who need loans. They also offer services like making payments and keeping money easily available. To keep things stable, they need to follow rules and have insurance for deposits. This reduces the risk of people withdrawing their money."
"A monopoly is a single seller protected by barriers that limit entry. It can restrict output and charge above competitive cost, creating deadweight loss, although regulation must consider innovation, economies of scale, product quality, and whether potential competitors can realistically enter.","A monopoly is a single seller with high barriers to entry. It can limit output and charge higher prices, leading to deadweight loss. However, regulation must consider innovation, economies of scale, product quality, and whether competitors can enter."
"An externality occurs when an action imposes costs or benefits on people outside the transaction. Pollution is a negative externality and vaccination can create positive spillovers, so taxes, subsidies, regulation, or tradable permits may help align private incentives with social effects.","An externality is when an action affects people who didn't agree to it. Pollution is a bad externality, while vaccination can create good ones. Tools like taxes, subsidies, regulations, or permits can help make actions work out for everyone."
"Public goods are non-excludable and non-rival, meaning people cannot easily be prevented from using them and one person's use does not substantially reduce another's. These features encourage free riding, so markets may provide less than the socially desired amount without collective funding.","Public goods are items that people can't be stopped from using, and one person's use doesn't significantly reduce someone else's. This can lead to free riding, so markets might not provide enough of these goods unless everyone agrees to pay for them together."
"Asymmetric information arises when one party to a transaction knows more than another. Adverse selection affects who enters a market before an agreement, while moral hazard changes behavior afterward; screening, signaling, warranties, deductibles, and reputation can reduce these problems.","Asymmetric information occurs when one party has more knowledge than another. Adverse selection influences who joins a market before a deal, while moral hazard changes behavior afterward. Screening, signaling, warranties, deductibles, and reputation can mitigate these issues."
"Human capital consists of knowledge, skills, health, and experience that raise a person's productive capacity. Education and training can increase future earnings and economic output, but their returns vary with quality, labor demand, access, and the opportunity cost of time spent learning.","Human capital includes the knowledge, skills, health, and experience that enhance a person's productivity. Education and training can boost future earnings and economic production, but the benefits vary depending on the quality, job demand, access, and the time spent learning."
"Economic growth can come from a larger workforce, more physical capital, improved human capital, and technological progress. Sustained increases in living standards depend especially on productivity, because simply adding workers or machines eventually faces diminishing returns without better methods and ideas.","Economic growth can come from a larger workforce, more resources, improved education, and technological advancements. Sustained increases in living standards depend especially on productivity, because simply adding workers or machines eventually faces diminishing returns without better methods and ideas."
"Exchange rates state the price of one currency in terms of another. Demand for currencies responds to trade, investment, interest rates, expectations, and policy, while appreciation makes imports cheaper for domestic buyers but can make exports more expensive abroad.","Exchange rates show how much one currency is worth compared to another. Factors like trade, investment, interest rates, expectations, and policies affect currency values. A stronger currency makes imports cheaper but can make exports more expensive abroad."
"Income inequality describes how unevenly earnings and other income are distributed, while wealth inequality concerns accumulated assets and debts. Taxes, transfers, education, labor institutions, technology, inheritance, and asset prices all influence these distributions and the mobility between them.","Income inequality refers to the uneven distribution of earnings, while wealth inequality relates to accumulated assets and debts. Factors like taxes, transfers, education, labor institutions, technology, inheritance, and asset prices impact these distributions and mobility between them."
"Game theory studies strategic choices in which each participant's outcome depends on what others do. A Nash equilibrium occurs when no player can gain by changing strategy alone, though the equilibrium may still be worse for everyone than a coordinated alternative.","Game theory examines how people make decisions based on what others might do. A Nash equilibrium happens when no one can benefit by changing their decision alone, even if it's worse for everyone than if they all worked together."
"Behavioral economics examines systematic departures from perfectly rational decision-making. Loss aversion, present bias, limited attention, framing, and social norms can influence choices, so small changes in defaults or information presentation may alter behavior without removing options.","Behavioral economics studies how people make choices that aren't totally rational. Factors like loss aversion, present bias, and social norms can affect their decisions. Small changes in information presentation can change their behavior without removing options."
